Para Hills PS OSHC,-34.812278,138.654148
Para Hills West PS OSHC/Vac,-34.8015376,138.6527058
Para Vista Primary School OSHC/Vac,-34.8296646,138.6627404
Paradise Community Church OSHC/Vac,-34.86985,138.667068
Paradise Primary School OSHC/Vac,-34.87067,138.684909
Parafield Gardens Primary School OSHC/Vac,-34.785564,138.616056
Paringa Park Kids Care OSHC/Vac,-35.0020284,138.5255108
Parks Community Centre Vacation Care,-34.857557,138.558701
Parkside OSHC Centre,-34.9448304,138.6196
Pembroke School Camp Australia OSHC/Vac,-34.92108,138.650417
Penola OSHC,-37.3799904,140.8325016
Pimpala PS OSHC/Vac,-35.1143343,138.5290288
